word,node-label,new-val
(สินค้า - VERB),pos,0.7241379310344828
(ถอน - VERB),pos,0.723336006415397
(ถอด - VERB),pos,0.7225340817963112
(เจ็ตสกีร่ม - ADJ),pos,0.7217321571772254
(ดึง - VERB),pos,0.7209302325581395
(พรุ่ง - VERB),pos,0.7201283079390537
(ตรงข้าม - VERB),pos,0.7193263833199679
(ปกติ - ADV),pos,0.7185244587008821
(ค๊อกเทล - VERB),pos,0.7177225340817963
(แน่ใจ - VERB),pos,0.7169206094627105
(อนุญาต - ADV),pos,0.7161186848436247
(ยินดี - ADJ),pos,0.7153167602245389
(โอบกอด - VERB),pos,0.714514835605453
(ซัน - VERB),pos,0.7137129109863672
(รอง - ADJ),pos,0.7129109863672815
(ผ่อนคลาย - ADJ),pos,0.7121090617481957
(รีสอร์ท - VERB),pos,0.7113071371291099
(บริษัท ใหญ่ - VERB),pos,0.7105052125100241
(ดวง - VERB),pos,0.7097032878909383
(ชีวิตชีวา - ADV),pos,0.7089013632718525
(เจ็ทสกีร่ม - ADV),pos,0.7080994386527666
(พัฒพงษ์ - ADJ),pos,0.7072975140336808
(ถ้วย - VERB),pos,0.706495589414595
(สว่าง - ADV),pos,0.7056936647955092
(สีสัน - VERB),pos,0.7048917401764234
(avista - ADJ),pos,0.7040898155573376
(ลอน - VERB),pos,0.7032878909382518
(รอง - VERB),pos,0.702485966319166
(คอย - ADJ),pos,0.7016840417000801
(ติดตาม - VERB),pos,0.7008821170809943
(พ้อง - VERB),pos,0.7000801924619086
(คลั่งไคล้ - VERB),pos,0.6992782678428228
(เจค - VERB),pos,0.698476343223737
(กะตะมาก - ADJ),pos,0.6976744186046512
(อยู่แล้ว - ADJ),pos,0.6968724939855654
(แล้ง - ADJ),pos,0.6960705693664796
(เรียบเนียน - VERB),pos,0.6952686447473937
(กล้ามเนื้อ - VERB),pos,0.6944667201283079
(บาดเจ็บ - VERB),pos,0.6936647955092221
(ยนต์ - VERB),pos,0.6928628708901363
(แดด - ADV),pos,0.6920609462710505
(แปลกใจ - ADJ),pos,0.6912590216519647
(โต๊ะ - ADV),pos,0.6904570970328789
(ชม - ADV),pos,0.6896551724137931
(ทริป - VERB),pos,0.6888532477947072
(เปรียบเทียบ - VERB),pos,0.6880513231756215
(ร่มรื่น - VERB),pos,0.6872493985565357
(ถึงใจ - VERB),pos,0.6864474739374499
(เล่น - VERB),pos,0.6856455493183641
(คุณมา - VERB),pos,0.6848436246992783
(ค้า - VERB),pos,0.6840417000801925
(เครื่องใช้ - VERB),pos,0.6832397754611067
(braclets - ADJ),pos,0.6824378508420208
(สังสรรค์ - VERB),pos,0.681635926222935
(คุณนอน - VERB),pos,0.6808340016038492
(ดึง - ADJ),pos,0.6800320769847634
(บาร์ฉัน - VERB),pos,0.6792301523656776
(ไว้ใจ - ADV),pos,0.6784282277465918
(ขาว - ADJ),pos,0.677626303127506
(ทาน - VERB),pos,0.6768243785084203
(กระป๋อง - VERB),pos,0.6760224538893344
(มิตร - ADV),pos,0.6752205292702486
(ขับ - ADJ),pos,0.6744186046511628
(อังกฤษ - ADJ),pos,0.673616680032077
(เคารพ - ADJ),pos,0.6728147554129912
(ร่ม - ADJ),pos,0.6720128307939054
(ครรภ์ - ADJ),pos,0.6712109061748196
(ระลึก - VERB),pos,0.6704089815557338
(เป็นมิตร - VERB),pos,0.6696070569366479
(แรมฟรี - VERB),pos,0.6688051323175621
(ร้องขอ - VERB),pos,0.6680032076984763
(ถนนยอดเยี่ยม - VERB),pos,0.6672012830793905
(ล้อม - ADV),pos,0.6663993584603047
(สุดใจ - VERB),pos,0.6655974338412189
(โชค - VERB),pos,0.6647955092221332
